date,mac_score,liquidity,valuation,positioning,volatility,policy,contagion,private_credit,interpretation,crisis_event,data_quality,momentum_1w,momentum_4w,trend_direction,mac_status,is_deteriorating
1971-03-01,0.6371428571428571,0.46,1.0,0.5,0.5,1.0,0.5,0.49999999999999994,COMFORTABLE - Markets can absorb moderate shocks,,poor,,,unknown,CAUTIOUS,False
1971-03-08,0.6626166405501086,1.0,1.0,0.5,0.1383164838507609,1.0,0.5,0.49999999999999994,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.025473783407251482,,stable,COMFORTABLE,False
1971-03-15,0.3985714285714286,0.0,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"STRETCHED - High transmission risk, monitor closely",,poor,-0.26404521197868003,,rapidly_declining,STRETCHED,False
1971-03-22,0.5607142857142856,0.9249999999999998,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.16214285714285703,-0.07642857142857151,declining,DETERIORATING,True
1971-03-29,0.3985714285714286,0.0,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"STRETCHED - High transmission risk, monitor closely",,poor,-0.16214285714285703,-0.23857142857142855,rapidly_declining,STRETCHED,True
1971-04-05,0.5542857142857143,0.37999999999999984,1.0,0.5,0.0,1.0,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.1557142857142857,-0.10833092626439433,rapidly_declining,DETERIORATING,True
1971-04-12,0.5107142857142857,0.5750000000000006,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,-0.043571428571428594,0.1121428571428571,improving,CAUTIOUS,False
1971-04-19,0.4128571428571427,0.09999999999999971,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,-0.09785714285714298,-0.1478571428571429,rapidly_declining,STRETCHED,True
1971-04-26,0.5249999999999998,0.6749999999999996,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.1121428571428571,0.12642857142857122,improving,CAUTIOUS,False
1971-05-03,0.47,0.0,1.0,0.5,0.0,1.0,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,-0.05499999999999983,-0.0842857142857143,declining,STRETCHED,True
1971-05-10,0.47,0.0,1.0,0.5,0.0,1.0,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.0,-0.0407142857142857,declining,STRETCHED,False
1971-05-17,0.477142857142857,0.33999999999999986,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.0071428571428570065,0.06428571428571428,improving,STRETCHED,False
1971-05-24,0.4742857142857142,0.3200000000000003,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,-0.0028571428571427804,-0.0507142857142856,declining,STRETCHED,True
1971-05-31,0.3985714285714286,0.0,1.0,0.5,0.0,0.5,0.5,0.49999999999999994,"STRETCHED - High transmission risk, monitor closely",,poor,-0.07571428571428562,-0.0714285714285714,declining,STRETCHED,True
1971-06-07,0.5542857142857144,0.3800000000000008,1.0,0.5,0.0,1.0,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.1557142857142858,0.08428571428571441,improving,CAUTIOUS,False
1971-06-14,0.5713875766119622,0.9499999999999993,1.0,0.5,0.049713036283736134,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.017101862326247774,0.09424471946910518,improving,CAUTIOUS,False
1971-06-21,0.5414414146095886,0.5249999999999995,1.0,0.5,0.26508990226712204,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,-0.029946162002373544,0.06715570032387441,improving,CAUTIOUS,False
1971-06-28,0.57798155124133,0.7000000000000002,1.0,0.5,0.34587085868931045,0.5,0.5,0.49999999999999994,"THIN - Limited buffer, elevated transmission risk",,poor,0.03654013663174138,0.17941012266990142,improving,CAUTIOUS,False
1971-07-05,0.697345602480047,1.0,1.0,0.5,0.38141921736032947,1.0,0.5,0.49999999999999994,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.11936405123871696,0.14305988819433257,improving,COMFORTABLE,False
